,b0,b1,b2,b3,b4,a_cz,tau_cz,phi_cz,a_he,delta_he,tau_he,phi_he,chi2,reg
0,228.80982428162542,133.19583996264794,-0.5643287622682732,0.030665640840923568,-0.0004556301131589735,3090294.4931452083,3012.1754731839255,2.0433886025694292,9.435965217927492e-24,45.611199478409596,817.1117824588243,5.585207711935671,36.85623461367026,1.7869807156252218
1,273.6397079356762,123.05682223574739,0.27562122290792684,0.0003818618268917778,-5.387171908863602e-05,1089507.388190059,2426.654686936863,5.88434555014198,0.001091587036811631,56.12639688166761,767.2828235615093,4.223380877666491,0.7551499666840291,0.35645996287374815
2,268.70797524911325,123.83467046759607,0.2332249056187113,0.0013062076832558401,-6.049337494403668e-05,905608.8079178678,1541.947176298225,1.0245465466347454,0.0009535335143268746,54.931462732924615,733.16316667615,5.550960506140337,0.14215927282084856,0.2974373053501531
3,302.83313008579904,118.34035680814391,0.5507281160219176,-0.006380996632813455,3.5625465163952166e-06,14326360.57875256,1875.085660449925,2.1864439811496696,0.0002550392511237746,32.75714208389755,757.133346090712,4.360674860888028,0.25857971615419595,0.7848402460861789
4,272.550456995684,123.78249676917072,0.18432825468142283,0.0045710252381588245,-0.00011900180506672583,1202841.2452424266,2250.7150899950598,5.029334252257884,0.0011582249392031287,57.852083368522166,744.7936222340495,4.974572154087703,0.45720647666158853,0.6267073286882338
5,253.14661751189513,125.78456287727056,0.16834597794141146,0.001081162060869989,-3.253936681029139e-05,1537776.6710010169,1615.6619233141507,4.555658049283984,0.0014616906950832116,58.631491881048724,654.6004672058688,1.686741387985502,0.13014552803679239,0.057590896848029205
6,286.2842503013052,121.3237397642669,0.3452045782749216,4.350683378705978e-05,-7.325749003990157e-05,3478029.4065768197,3020.2429111384595,1.8345591156903431,0.0006797343980647119,67.6631773335977,1577.7055064426797,5.799310675663687,0.02724407839169174,0.7744917307907823
7,284.1976384511929,121.73382941772529,0.31434594919583514,0.0011414954945811718,-8.890720872173031e-05,1481959.2895374906,2218.475681645744,6.120128348205984,0.00035852936502534785,37.47545649723208,764.1153066120966,4.521318290029978,0.5479214080717096,0.8322419442271569
8,341.2328563980393,111.36383176834609,1.0095759286498787,-0.019227605179271166,0.00013104864333380182,11288987.231921002,1870.6939461260056,2.3707122860716865,0.0001642123779992083,20.351167173026415,790.661452769014,3.557761004969021,1.9202680001227082,1.5920935065342938
9,297.9563218727795,119.45809582810216,0.4542398308177778,-0.0027028385880956303,-4.853379145030349e-05,2042675.2980406743,1599.6037532871944,5.125442677359585,0.00016288290190320041,23.005242284521017,762.8159770477398,4.567444597189095,0.3578774691646597,0.9548120720297028
10,280.23840879200435,122.29708123649446,0.2870098147862247,0.001639123218360438,-9.101402381528004e-05,3766486.1031777174,2952.0789397256035,4.353679417388607,0.0012213499836268976,66.58228753911376,1389.999563449483,0.20261457021790008,0.45153969659678705,0.7514361588586351
11,276.4938816891555,123.69763568183372,0.14201935478115105,0.007453633342723685,-0.00017146965102370236,1737844.2399273813,2189.9957315354386,1.2848991942256163,0.00036716292927753104,38.79330113542641,780.6021054922757,3.7965517394993404,1.0252535060270822,1.0426676992061705
12,297.6346683395643,119.10997504439028,0.5097445723161491,-0.005454446328561299,-3.949905290610852e-06,1625247.7679609144,1488.0899715107446,2.957439972982044,0.0008904786492865636,57.22801256346676,845.1757266537337,1.8426696263185,0.23058000798288614,0.7068454815625393
13,294.1744184445375,120.30199475921783,0.38298819152883007,-7.29764155227998e-05,-8.384993059561084e-05,1542018.883352243,2161.255549929856,2.096901323722971,0.000462158560134254,43.98706211803523,767.4660733541307,4.278330743029548,0.28314001583706316,1.0504528153408534
14,290.34379136178995,120.13657976909792,0.46539720618832076,-0.0050066536275691536,2.1018332636640154e-06,1934746.3736376576,3078.6195532376114,5.960134377559594,0.00023287624227972972,44.29893328546116,1644.2265509379656,3.507853879755075,2.0581241229741347,0.4947243283552539
15,282.76600157254876,122.52864906696351,0.22252487837577956,0.005040084934547833,-0.00014498695836860187,1684670.6865320343,2201.0145423999247,0.5501487204186759,0.0002881982748048479,35.46100151443245,798.1451999902624,3.0874813373081973,0.8443372589506599,1.077763054264693
16,268.8096006994661,123.59454747101839,0.2682675024911423,-0.0004089598917973609,-3.2500310058457205e-05,1072968.3002559494,2304.546704856867,3.8125196276343516,0.0012694063569534874,57.06261536981626,711.3988477154675,6.25858848261462,0.07425074187395159,0.20428773720277943
17,243.2481996708556,126.6317780820378,0.17544410809061012,-0.0010980967432503773,1.4304538883474643e-05,1545070.1754107852,1460.6018061451985,4.4572235576109165,0.005440138832744543,76.48242528392755,725.8148738065499,5.768133262120485,0.19762521435014413,0.0009445270344660157
18,333.6680217114924,112.04137468110893,1.0215546215072082,-0.021619642184825656,0.0001837169398267668,1402236.5470119263,2306.350859517041,3.7572921650948246,0.0003683338453485517,40.95481909075104,810.4526434684878,2.8596768926830745,1.0579517354970056,1.0457301972363955
19,249.81975012298463,126.16435334406945,0.1635954602871142,0.0004035252302383411,-1.38232291909973e-05,1121798.497697205,2305.3600568595307,3.033170640292049,0.0016625960439957093,62.31663957554117,744.3983593035986,5.212427897386274,0.002819396591714476,0.012051007326350241
20,274.7836750531224,123.5710177553993,0.17846956437634795,0.0055966011091469646,-0.00014310348821703996,3301320.4260695465,3023.2986882530863,1.7914296551850128,0.00011416744169919875,28.00673360551373,2176.5666753188475,1.2787652173590232,0.3082870894177816,0.8801277469549877
21,277.3246552457355,122.45708631681153,0.31251185665486225,-0.0005726879172097915,-4.603261508120547e-05,21817301.143477634,1872.7618312343018,2.2411568048861614,0.0005072662849763584,45.64333682236373,739.4527925603022,5.424663098981796,0.16762577263552908,0.4086182326100943
22,292.3394917088623,120.56915441973437,0.3672128885449997,0.0004581514056308013,-9.230871909236441e-05,2970931.0183664486,3011.516886053515,2.3761831849761665,0.0007979829954199489,63.03919259278323,1448.0543190455303,3.8735532958345633,0.0927129199204737,1.1048277469641383
23,257.57439448335026,127.01926856755198,-0.07291240978529062,0.013534171270745625,-0.0002349540201457137,1695096.4999598216,2243.6103920327587,5.266272482898614,0.000585643378685015,47.59994778783184,766.1294212534292,4.209111614659587,3.599246252813339,0.9183089048038885
24,269.9148827588791,123.75267120555651,0.2261131388657861,0.002000399406383646,-7.456869526042476e-05,1486522.856847864,1498.774048829707,2.205316673351554,0.0010963915942451034,58.96274173411451,741.7686749257382,5.119138988577481,0.10569778317649581,0.3807513203703327
25,292.73235264374716,119.87103881181226,0.46375473555367813,-0.004137676908892491,-1.9246129947986106e-05,3002593.098315401,3014.3579367655802,1.8839585966677124,9.14274591680887e-05,29.724894284517447,1556.182577151859,0.9049457213096979,0.17481180036303434,0.6930757991196672
